组	来源	对象	证据	载体	原文
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/138-按盘回退下界与推空的空间要求.md:106	E135（动态回退下界） 的「可退代数」数的是根，E138（按盘回退下界与推空的空间要求） 第一次按非空根数。
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/138-按盘回退下界与推空的空间要求.md:19	代码 `research/e7-index-bench/src/bin/e138_per_disk_floor.rs`（从 E135（动态回退下界） 的源码拷出来改），
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/138-按盘回退下界与推空的空间要求.md:28	跨装置闸两道（E123（K 与回退深度的二选一各要付什么） 的扣住块数、E92（最坏块重用延迟需求） 的 N − K），与 E135（动态回退下界） 同值。
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/138-按盘回退下界与推空的空间要求.md:36	| D `floor_txg` | E135（动态回退下界） 的臂 D 原样：抬 F 与活化都按 txg 算 | 对照：活化按 txg 算 |
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/138-按盘回退下界与推空的空间要求.md:42	`df_guaranteed` = 没用过的 + 已释放的 − 保留池 − 推空最坏残留；`df_raw` 不扣（E135（动态回退下界） 的口径）。判据只用前者。
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/138-按盘回退下界与推空的空间要求.md:60	| 5 | 第 2 条：删掉之后有界步数内可用 | **臂 G 出局**：空发布开销 5 块时填满之后删一个对象，下一次写仍报 ENOSPC，S = 4、S = 16 各 24 / 24 个种子（失败时 `df_guaranteed` 也报 < 8，不是假性）；保留池扫描里 ≥ 跑前式子的档位还有 7 档出现。**臂 A 全部成功**。两条臂都没越过各自的界（A = N，G = 7） |
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/139-按盘回退下界的收严形态.md:101	- 格式字节：两条被测臂都要根记录带 F 8 字节，与 E135（动态回退下界） 那一形相同。
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/139-按盘回退下界的收严形态.md:37	| C `k_runtime`、D `floor_txg` | E135（动态回退下界） 原样 | 对照：跨装置闸；活化按 txg 算 |
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/experiments/139-按盘回退下界的收严形态.md:96	读法：`hidden_blocks` = 保留池 + 推空最坏残留，是这条臂的 `df` 比 E135（动态回退下界） 的口径少报的常数（G2S 另加 `avg_lag_x100` / `max_lag` 那截滞后量）；`forced_per_window_x100` 是每个用户窗口的强制发布数 × 100。
R307	退役片段	（E135（动态回退下界）产物S=16、空发布开销5块时24次；判别式与副本逐格一致，见D16（发布	.claude/kb/decisions/03-空间分配.md 删掉：（E135（动态回退下界） 产物 S = 16、空发布开销 5 块时 24 次；判别式与副本逐格一致，见 D16（发布语义） 已定项 1 第二轮判决）。 ⟶ 新加：- 第 2 条的「有界步数」按 D16（发布语义） 已定项 1 选定的臂计：那一节的准入行逐字「准入不够时先推空发布抬 F（写行那次发布之前不推：它是新实例的第一次发布，元数据走切换预留，同一次发布里的用户数据重做照走准入、不够返回 ENOSPC；2026-09-14 用户定案，C329（写行那次发布之前推抬 F 的空发布没有检查） 三轮三方），一次准入最多 B = 4 + 2 k_tol 次发布（k_tol = 2 ⇒ 8），做满仍不够才报 ENOSPC」，E139（按盘回退下界的收严形态） 实测最大 7 ≤ 8。	.claude/kb/milestone/02-second-txn.md:195	**现状（2026-09-17 落地）**：可再分配谓词接上：`PoolAllocator::reclaim_released_up_to(floor)` 把释放代 ≤ floor 的已释放落点回到空闲（位图清、占着与 defer 各减、空闲加；D16（发布语义） 已定项 1，第一版环里最旧有效根恒 0、floor 就是 F_生效）；回收过的落点被再分配时那条记录改写（代 = 这次 txg、已释放位清），槽号每盘仍唯一。`crates/singlefs-core/src/mount.rs`：`rollback_floor_ceiling` = min(每块盘上最新的有效根, 第 4 新的非空有效根)（有效 = 自证 ∧ 按最新根实例表有效 ∧ txg ≥ 今天的 F；非空 = 树表里 inode 树与 extent 树的根指针与前一条有效根的不同，2026-09-17 用户定案，`reco
